title,patent_number
Method and system for determining interest rates,US-4194242-A
Method and system for evaluating trustworthiness,US-8566252-B2
Method and system for facilitating a transaction,US-9582817-B2
Method and system for fully encrypted repository,US-8769304-B2
Method and system for high speed options pricing,US-8843408-B2
Method and system for high speed options pricing,US-7840482-B2
Method and system for incoming call notification,US-8046470-B2
Method and system for management of cargo claims,US-5870711-A
Method and system for marketplace social proxies,US-7249180-B2
Method and system for online sales and purchases,US-8280779-B2
Method and system for securities pool allocation,US-5563783-A
Method and system for targeted content placement,US-8239256-B2
Method and system for targeted content placement,US-8874465-B2
Method and system for time and location tracking,US-9020848-B1
Method and system for tracking screen activities,US-7904596-B1
Method and system for tracking screen activities,US-8078724-B2
Method and system for web-based asset management,US-6636857-B2
Method and system for working capital management,US-8660949-B2
Method and system to determine military benefits,US-7797219-B1
Method and system to re-create lost cash letters,US-8458066-B2
Method for authorising users to perform a search,US-7856447-B2
Method for issuing and managing debit gift cards,US-8290858-B1
Method for reducing fraud in government programs,US-7047204-B1
Method for transacting an advertisement transfer,US-7454364-B2
Method for transacting an advertisement transfer,US-7822637-B2
Method for transacting an advertisement transfer,US-7072853-B2
Method for transacting an advertisement transfer,US-6973436-B1
Method of analyzing a sale process for an entity,US-8635138-B2
Method of and system for processing transactions,US-8195521-B1
Method of and system for processing transactions,US-7870032-B2
Method of collecting delinquent specialized debt,US-8234209-B2
Method of collecting delinquent specialized debt,US-7949597-B2
Method of collecting delinquent specialized debt,US-8442903-B2
Method of creating a virtual health care network,US-7406428-B1
Method of enhancing value of pension plan assets,US-7769607-B2
Method of identifying a copied security document,US-7461778-B2
Method of retrieving audio data via coded medium,US-8103371-B2
Methods and apparatus for developing investments,US-7421405-B2
Methods and computer systems for data assignment,US-8027980-B2
Methods and systems for assessing security risks,US-8255262-B2
Methods and systems for assessing security risks,US-9086793-B2
Methods and systems for exercising stock options,US-8352340-B2
Methods and systems for interest rate prediction,US-8086516-B2
Methods and systems for interest rate prediction,US-7885884-B2
Methods and systems for providing a savings goal,US-8732076-B2
Methods and systems for providing life insurance,US-8856016-B1
Methods and systems of large scale video display,US-8928559-B2
Money transfer systems and methods for travelers,US-7549575-B2
Money transfer systems and methods for travelers,US-7229011-B2
Money transfer systems and methods for travelers,US-7104440-B2
Money transfer systems and methods for travelers,US-8955741-B2
Multi-broker order routing based on net position,US-8751370-B2
Multi-broker order routing based on net position,US-8533104-B2
Multi-broker order routing based on net position,US-10062114-B2
Network accounting and billing system and method,US-6418467-B1
Network commerce system with lead-based feedback,US-8719127-B2
Networking apparatus and a method for networking,US-9612992-B2
Networking in a virtual computing infrastructure,US-8938540-B2
Non-indexed in-memory data storage and retrieval,US-8984033-B2
Online credit card prescreen systems and methods,US-8027888-B2
Online educational trust creation and management,US-7580877-B1
Online offer and bid management with sealed bids,US-8103574-B2
Online reduction in repair and maintenance costs,US-7685076-B2
Open ticket payment handling with bill splitting,US-10043162-B1
Over-the-air card provisioning system and method,US-7146159-B1
Parallel processing of assigned table partitions,US-8051034-B2
Parking space finder based on parking meter data,US-9123058-B2
Pay-per-action system for selling advertisements,US-8069083-B2
Payment card based remittance methods and system,US-8396793-B2
Payment services for multi-national corporations,US-8533115-B2
Payment services for multi-national corporations,US-7783568-B1
Pension planning and liquidity management system,US-5878405-A
Personalized account migration system and method,US-7325067-B1
Personalized account migration system and method,US-8990345-B2
Personalized account migration system and method,US-7836197-B2
Personalized account migration system and method,US-8631159-B2
Personalized account migration system and method,US-8688860-B2
Point-of-sale activation of media device account,US-7437329-B2
Portable 1-way wireless financial messaging unit,US-6038549-A
Portable 2-way wireless financial messaging unit,US-6311167-B1
"Pre-contracted, staged, currency exchange system",US-10002387-B2
Preference elicitation in combinatorial auctions,US-7742971-B2
Processing an application for insurance coverage,US-8046246-B1
Processing an application for insurance coverage,US-8219426-B1
Processing an application for insurance coverage,US-8219427-B1
Profitability evaluation in transaction decision,US-7386503-B2
Profitability evaluation in transaction decision,US-7593895-B2
Programmed dispensing of consumable compositions,US-9111324-B2
Programmed dispensing of consumable compositions,US-8788380-B2
Providing information to a communications device,US-6883019-B1
Purchasing system on internet and method thereof,US-8762248-B2
Real-time commodity trading method and apparatus,US-7171386-B1
Real-time interactive wagering on event outcomes,US-8088000-B2
Real-time interactive wagering on event outcomes,US-8764553-B2
Real-time interactive wagering on event outcomes,US-8512129-B2
Real-time interactive wagering on event outcomes,US-8641511-B2
Renewable option accounting and marketing system,US-4823265-A
Rule based expert system for consumer preference,US-6741975-B1
Safety evaluation and feedback system and method,US-9563919-B2
Scheduling the presentation of messages to users,US-6876974-B1
Secondary identification for remittance delivery,US-8768853-B2
"Secure, closed-loop electronic transfer of money",US-8423458-B2
Securely persisting network resource identifiers,US-7428592-B2
